Full Sample,Selected Sample,Lower Bound,Upper Bound,p-hat,Sample Size
-0.03995171572625986,-0.13327311413342968,-0.26660246035536417,-0.015538383411457218,0.911202628722652,829
-0.0009650489631682132,-0.05856541203199934,-0.1753685399224031,0.05121352749880535,0.934640506611259,829
0.13891961451184368,0.06327203064087586,-0.07284061671274139,0.1985562281386998,0.917820647322185,829
0.01054968064452726,-0.014519533194834802,-0.10893168441161402,0.047180024565323206,0.9550202441885113,829
0.07886536849509246,0.021461321273878085,-0.0797002803013169,0.10072666446496614,0.9394081601857597,829
0.07101760966810167,0.023639396663827764,-0.090330579812048,0.12101240208265074,0.9413772280847954,829
-0.04554013578422002,-0.09259960120052271,-0.2065325935518238,0.0019977983393105747,0.943643370847232,829
-0.07909285717222422,-0.10226557437243367,-0.18248837513677385,-0.03854719449589389,0.9590062385554544,829
0.05696772554473189,0.00811182929216242,-0.09411385257121843,0.10394389878783492,0.9373182243455157,829
-0.12079671663646224,-0.16664393279009868,-0.2491847316923727,-0.09564938225015959,0.9506622903879485,829
0.1371182031503525,0.05703017624059544,-0.07528477785224666,0.16998532294962757,0.9177680028188994,829
0.08085785901585849,0.030336026634041623,-0.06584863577598839,0.1157380728296073,0.9454417566918597,829
0.009717613299443565,-0.02405203810349924,-0.10646663432220455,0.04454593666366631,0.9522716376983124,829
-0.013589105920768601,-0.07927392699291601,-0.18530594243942633,0.010965748117387819,0.9399387804330928,829
-0.10354481572212,-0.17054456960022168,-0.28318698019931066,-0.07617613568258552,0.9397967057513656,829
0.030300368268277866,-0.020615160869332613,-0.13476688745982635,0.0688996103469217,0.9459126527088245,829
0.0365465434351889,-0.0589093050395298,-0.20570869175409742,0.09536916241298962,0.9017005970826963,829
-0.06645110444203164,-0.10183092929269413,-0.20342199098692354,-0.01015768813202382,0.9427386301136249,829
0.06921937573691092,-0.010952231438434414,-0.1454307117647078,0.12313184974168988,0.9098502889008271,829
0.05235610204199606,-0.03852641516098301,-0.18518304702749694,0.10035132814745397,0.9165278781758244,829
0.1003952810325677,0.02129161897014973,-0.10133871473077384,0.128425063240811,0.9136433937013521,829
0.07117388830426455,0.013162221775387173,-0.08450253344666722,0.07750839648019392,0.9504022066403125,829
-0.01618391639983563,-0.08340293267986224,-0.20763673829254137,0.010527783475173302,0.9416778752487182,829
-0.024645781312069286,-0.11486008736854077,-0.2556425604669844,0.022251997803265755,0.910097994991921,829
0.1265659612681761,0.09081829812432843,0.0026284026908118055,0.17614628566260054,0.9457855275847057,829
-0.011596448009426278,-0.0780267291317483,-0.1878777510301237,0.012150228547929548,0.9419055993165358,829
0.1207907353118322,0.059440376817896365,-0.057126830631140685,0.18136576005010285,0.9201481442757351,829
0.018825584245836684,-0.03309332603066512,-0.13970340851514407,0.07769838139170267,0.931366467701502,829
0.06559023081604404,0.01886704551947626,-0.08440191718700091,0.10623056623354912,0.9426534735429681,829
0.015682452943227627,-0.03336101371847954,-0.11921982875234136,0.05619252835746046,0.9432935734557996,829
0.09341663690262983,0.024738109699121547,-0.12041405021962012,0.13135593015947,0.9216524278807542,829
0.02855416191307637,-0.05621798625855682,-0.20263996482397809,0.057932501875381376,0.9212626852926157,829
-0.03475245572774604,-0.13726814190832956,-0.2768702570859205,0.00929958393734108,0.9016180231892645,829
-0.08255033555192548,-0.13103922934990977,-0.2411463247249164,-0.06590753853415836,0.9509983639651135,829
0.058677801468071195,-0.0024579772533092695,-0.11971765458218289,0.09093420819048864,0.9321782235532982,829
-0.07506874127567234,-0.15901720436981345,-0.29065727111111717,-0.023311882337375786,0.9167078525005834,829
-0.08541035467314191,-0.12710098134554898,-0.20193013827819628,-0.06246715124420497,0.9543240081210554,829
-0.05886033832182745,-0.1028156698736449,-0.21549595784254794,-0.01640257412720464,0.9427465863229677,829
-0.15943514671492248,-0.19027805418588764,-0.25244689967500666,-0.1487438840890542,0.9699651795533786,829
-0.1867354204961788,-0.24285823281911262,-0.33974186908156445,-0.1719906102189325,0.9461148431776802,829
0.048911131927309864,0.0022951242291251728,-0.11126292173339995,0.09708675890294248,0.9440109327362407,829
0.10072459280475962,0.05807727712944952,-0.04843468721504267,0.14459061700230863,0.9411431793895333,829
-0.014557929003836559,-0.10557530149342621,-0.2411100172627682,0.009611895640185664,0.9148748281060034,829
0.1211268693904382,0.04976801876056091,-0.07524163163046177,0.16676685999469945,0.9237657891425141,829
-0.014434885593845106,-0.10020116720666979,-0.2305707879560948,0.011109540074138183,0.9175587681585563,829
0.11463966450602361,0.023923613204217896,-0.11899037971269226,0.15218656313802226,0.9063524277125629,829
-0.08925588989952538,-0.1541135635448017,-0.2631673123785637,-0.058537592840214175,0.9329549667201109,829
0.07448159556641015,0.014444644222050704,-0.07593879853497232,0.10540006629276893,0.9397930743364142,829
0.025248951113782194,-0.0182731905643609,-0.11589362508807949,0.05431545969766211,0.9523421171707761,829
0.22025178252673125,0.14101384457837154,-0.006642974030517654,0.2796240262214512,0.9112228516334943,829
-0.08573959416904248,-0.12656884666309243,-0.22471136663649094,-0.057534369838045614,0.95645701863578,829
-0.0712335946506075,-0.13582974800762584,-0.24746919636716866,-0.054987542341983275,0.9437920610602811,829
0.0528207481468411,-0.006542347649324411,-0.12482281158408734,0.08943213844546573,0.9395654229854881,829
-0.05195485258904096,-0.12843503098182324,-0.26033717558550656,-0.010488303841695815,0.9264451328698061,829
0.02200789662176879,-0.05924330432141027,-0.17079787221376247,0.047669622395337535,0.9247137457065053,829
0.1420386246147482,0.07871471399796397,-0.02852581819805395,0.18905328343757316,0.92959218717717,829
-0.02021562157722608,-0.09954526952950132,-0.23243322515829587,0.012272783467152895,0.9248237386143299,829
-0.13844372792457074,-0.18634599576678929,-0.26597285642979274,-0.11489635530671942,0.945763202883123,829
-0.006952482440883211,-0.0899738924031595,-0.2238064270369681,0.04211364710735252,0.9152443052245185,829
0.08539579058450344,0.057845973432930686,-0.0456467007292176,0.14093093614757995,0.9512037887806456,829
-0.03185748060502425,-0.08775648969781814,-0.20993086661750246,0.025477924609470987,0.925665175940542,829
0.06907892228948984,-0.003549138436026625,-0.12447860267931166,0.1101422089345208,0.9221815590708554,829
0.0024285597062740708,-0.047331269919440803,-0.12783770321747792,0.02150435364053979,0.9550745812255125,829
0.06514153042165448,0.01816794020963859,-0.09127256653932206,0.11704786677099557,0.9349443790084394,829
-0.045451707533611656,-0.08831574724820113,-0.18452617378744052,-0.01798725115849563,0.9486321734319905,829
0.1600195458578363,0.10512715700714459,-0.03813520871179144,0.2243534060977582,0.9231367600479825,829
0.003660943578961082,-0.045435557093960424,-0.15422855151128123,0.060386213695425586,0.9329485168395618,829
-0.08520505929402442,-0.13417816051534245,-0.23853859857650456,-0.0723574869043613,0.9498620405680458,829
-0.006426236148321414,-0.040586527215136614,-0.1274592155532695,0.014465209665526807,0.9599075119485618,829
-0.026138052114372878,-0.07999652141409407,-0.1809112995596847,-0.0015352565223626519,0.941622505109885,829
-0.14512702184134185,-0.19888898727994359,-0.3110860606347071,-0.10433625303831925,0.941629323517445,829
0.12304356687651137,0.023187770646573604,-0.14082212705376795,0.1834330571352502,0.8879032331786163,829
0.057997480912804864,0.016958159416576715,-0.06721491858422589,0.08305995096599439,0.9533073693844532,829
-0.021675986529393988,-0.07372793996866844,-0.16384711662699625,0.00759474280223528,0.9428913123538291,829
-0.18313514038376627,-0.2445394865545469,-0.33551394644224486,-0.15292830007366612,0.9369230077076953,829
-0.05474810078876671,-0.11906053527079878,-0.27123980593637326,-0.012065564101886292,0.9288595337559108,829
-0.008522339366652214,-0.07095702163935316,-0.1728479687217462,0.02383518947318773,0.9391402698156593,829
-0.15600785745394463,-0.22635889033630133,-0.35339383833313337,-0.12333740912285213,0.9307201794948248,829
-0.10973960798771887,-0.14823110155897137,-0.24597834717911463,-0.08639271590132028,0.9553074318462419,829
-0.04844543914182637,-0.09748930193276623,-0.2058447075225247,-0.012852848749405982,0.9432876973692533,829
0.10386274140713325,0.06051025212063504,-0.03221230530900517,0.13886155405834733,0.9533778908131325,829
-0.019944272904904567,-0.0714772189582134,-0.1735120510820955,0.004456154820143804,0.9515427213244356,829
-0.08377159817980487,-0.12054136068665874,-0.19167739123465016,-0.0581464891069509,0.955657507397891,829
-0.015151977918684958,-0.09444792064687858,-0.22863243858042331,0.026637369229428443,0.9232823261171482,829
0.10450675364906363,0.06431595078732465,-0.03613517666409892,0.15908242664160988,0.9418353558711868,829
0.05645768604951139,0.0007834538704326738,-0.09783789894412248,0.08344119432826129,0.9466539418345172,829
0.04528188677314685,-0.037780505828185186,-0.17203394581616616,0.10249409827162143,0.9030656182295865,829
0.0010698039227587958,-0.0518131631674965,-0.15426604594532559,0.044788368440918505,0.9346480119467343,829
